MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
5,5,104.0,13518,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,14,14,4,860.0,0,4,2,0,2,4,6,0,6,0,1926,1926,1,0,1,4,1966,1174,0,3140,0,0,3,1,4,1,0,11,0,2,2,3,2009.0,0,3,820,5,5,2,144,78,0,0,0,0,4,4,5,0,7,2009,3,5,485000
4,5,60.0,7200,1,1,3,3,0,0,0,18,1,2,0,0,5,7,1937,1950,1,1,15,15,1,252.0,2,4,0,1,2,4,0,569,6,0,162,731,1,0,1,4,981,787,0,1768,1,0,1,1,3,1,1,7,0,2,5,5,1939.0,3,1,240,5,5,2,0,0,264,0,0,0,4,2,5,0,6,2007,0,4,175000
5,5,79.0,12798,1,1,0,1,0,4,1,4,1,2,0,5,6,5,1997,1997,1,1,14,14,3,0.0,2,4,2,1,2,1,2,462,6,0,154,616,1,2,1,4,616,1072,0,1688,1,0,2,1,4,1,1,8,0,0,3,1,1997.0,2,2,603,5,5,2,403,114,185,0,0,0,4,4,3,400,5,2008,0,4,200000
1,7,40.0,4800,1,1,3,3,0,4,0,9,2,2,0,2,4,7,1916,1990,1,1,8,8,3,0.0,2,4,1,2,2,4,3,197,6,0,999,1196,1,0,1,0,1196,0,0,1196,1,0,1,0,2,1,2,5,0,0,3,5,1957.0,3,2,440,5,5,2,0,0,0,0,0,0,4,4,5,0,7,2007,0,4,109900
5,5,63.0,8199,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,1,16,16,3,0.0,1,4,2,1,2,0,2,648,6,0,80,728,1,0,1,4,728,728,0,1456,1,0,2,1,3,1,1,7,0,1,2,1,2005.0,0,2,410,5,5,2,36,18,0,0,0,0,4,4,5,0,10,2008,0,4,189000
5,5,107.0,13891,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,14,14,4,424.0,0,4,2,0,2,1,6,0,6,0,1734,1734,1,0,1,4,1734,1088,0,2822,0,0,3,1,4,1,0,12,0,1,2,3,2009.0,2,3,1020,5,5,2,52,170,0,0,192,0,4,4,5,0,1,2009,3,5,582933
0,5,75.0,9000,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,15,15,3,0.0,2,4,1,2,2,4,3,812,6,0,124,936,1,4,1,4,1128,0,0,1128,0,0,1,0,2,1,2,5,1,0,3,1,1954.0,3,1,286,5,5,2,0,0,0,0,0,0,4,1,5,0,6,2006,0,3,118000
0,5,91.0,12274,1,1,0,3,0,2,0,21,2,2,0,2,7,5,2008,2008,1,1,14,14,4,256.0,1,4,2,1,2,4,6,0,6,0,1417,1417,1,0,1,4,1428,0,0,1428,0,0,2,0,3,1,0,6,0,0,3,1,2008.0,2,2,554,5,5,2,0,60,0,0,0,0,4,4,5,0,7,2008,3,5,227680
8,5,75.0,9750,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1967,1967,1,1,14,14,3,0.0,2,4,2,2,2,0,0,400,5,480,100,980,1,2,1,4,980,0,0,980,0,0,2,0,3,1,2,6,0,0,3,1,1967.0,0,1,384,5,5,2,68,0,0,0,0,0,4,4,5,0,10,2006,0,4,135500
6,5,144.0,21384,1,1,3,3,0,4,0,3,2,2,0,5,5,6,1923,2004,1,1,15,15,3,0.0,2,4,1,2,2,1,2,1309,6,0,15,1324,1,0,1,4,1072,504,0,1576,2,0,1,1,3,1,1,6,0,1,5,1,1923.0,2,2,528,5,5,2,0,312,0,0,0,0,4,4,5,0,5,2009,0,4,223500
8,5,85.0,13400,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1966,1966,1,1,14,14,1,1047.0,2,4,1,2,2,0,0,516,1,128,380,1024,1,4,1,4,1086,0,0,1086,1,0,1,0,3,1,2,6,0,1,2,1,1966.0,2,2,484,5,5,2,0,0,0,0,0,0,4,1,5,0,6,2006,0,4,159950
7,7,90.0,8100,1,1,3,3,0,0,0,17,2,2,0,4,5,5,1898,1965,3,1,0,0,3,0.0,2,4,2,2,2,4,6,0,6,0,849,849,1,4,0,0,1075,1063,0,2138,0,0,2,0,2,3,2,11,0,0,3,5,1910.0,3,2,360,1,4,0,40,156,0,0,0,0,4,2,5,0,11,2009,0,4,106000
0,5,78.0,10140,1,1,3,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,1,99.0,2,4,1,2,2,4,0,663,3,377,0,1040,1,1,1,4,1309,0,0,1309,1,0,1,1,3,1,1,5,0,1,1,1,1974.0,2,2,484,5,5,2,265,0,0,0,0,648,3,0,5,0,1,2006,0,4,181000
11,7,70.04995836802665,4438,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,14,14,1,169.0,1,4,2,1,2,1,2,662,6,0,186,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,1,4,0,1,2,1,2004.0,0,2,420,5,5,2,140,0,0,0,0,0,4,4,5,0,6,2008,10,4,144500
0,1,66.0,8712,0,1,3,0,0,4,1,9,2,2,0,2,5,5,1952,1952,3,1,15,15,3,0.0,3,4,1,2,2,0,6,0,6,0,540,540,1,4,0,0,1044,0,0,1044,0,0,1,0,2,1,3,4,0,0,3,2,1952.0,3,2,504,5,5,0,0,0,0,0,0,0,4,4,3,54,6,2010,0,2,55993
0,5,75.0,9750,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,1,1,8,8,1,243.0,2,4,1,2,2,4,5,608,6,0,834,1442,1,2,1,4,1442,0,0,1442,0,0,1,1,4,1,2,7,0,0,3,1,1958.0,2,1,301,5,5,2,0,0,275,0,0,0,4,4,3,500,4,2007,6,4,157900
4,5,45.0,8248,1,0,3,3,0,4,0,7,2,2,0,0,5,7,1918,1950,1,1,13,13,3,0.0,2,4,0,2,2,4,6,0,6,0,686,686,2,2,1,4,686,564,0,1250,0,1,1,1,3,1,3,7,0,0,3,5,1955.0,3,1,280,5,5,1,207,0,96,0,0,0,4,4,5,0,7,2006,0,4,116000
0,5,48.0,12137,1,1,1,3,0,1,0,5,2,2,0,2,7,5,1998,1998,1,1,14,14,1,442.0,2,4,2,1,2,4,6,0,6,0,1649,1649,1,0,1,4,1661,0,0,1661,0,0,2,0,3,1,1,6,0,0,3,1,1998.0,2,2,598,5,5,2,0,34,0,0,0,0,4,4,5,0,5,2010,0,4,224900
0,5,70.04995836802665,11425,1,1,0,3,0,0,0,12,2,2,0,2,5,6,1954,1954,1,1,3,3,3,0.0,2,4,1,2,2,4,1,486,6,0,522,1008,1,2,1,4,1008,0,0,1008,0,0,1,0,2,1,2,4,0,1,2,1,1954.0,2,1,275,5,5,2,0,0,120,0,0,0,4,4,5,0,7,2006,0,4,137000
0,5,70.04995836802665,13265,1,1,0,3,0,1,0,11,2,2,0,2,8,5,2002,2002,3,1,5,5,1,148.0,1,4,2,1,2,4,2,1218,6,0,350,1568,1,0,1,4,1689,0,0,1689,1,0,2,0,3,1,1,7,0,2,2,1,2002.0,2,3,857,5,5,2,150,59,0,0,0,0,4,4,5,0,7,2008,0,4,271000
8,5,80.0,8816,1,1,3,3,0,4,0,4,2,2,0,7,6,7,1971,1971,1,1,6,6,1,80.0,2,4,1,2,2,0,2,504,6,0,506,1010,1,2,1,4,1052,0,0,1052,1,0,1,0,3,1,2,6,0,0,3,1,1971.0,3,2,440,5,5,2,0,0,0,0,0,0,4,2,5,0,6,2010,0,4,155000
11,5,44.0,6371,1,1,0,3,0,4,0,16,2,2,4,2,7,5,2009,2010,1,1,14,14,4,128.0,1,4,2,1,2,2,2,733,6,0,625,1358,1,0,1,4,1358,0,0,1358,1,0,2,0,2,1,1,6,0,1,2,1,2010.0,2,2,484,5,5,2,192,35,0,0,0,0,4,4,5,0,6,2010,3,5,224000
5,5,72.0,7226,1,1,0,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,1,14,14,3,0.0,1,4,2,1,2,4,6,0,6,0,798,798,1,0,1,4,798,842,0,1640,0,0,2,1,3,1,1,6,0,0,3,1,2003.0,2,2,595,5,5,2,0,45,0,0,0,0,4,4,5,0,6,2008,0,4,183000
0,7,60.0,6000,1,2,3,0,0,4,1,17,2,2,1,2,4,4,1953,1953,1,1,8,8,3,0.0,3,4,1,3,2,4,6,0,6,0,936,936,1,4,0,4,936,0,0,936,0,0,1,0,2,1,2,4,2,0,3,5,1974.0,3,2,576,5,5,2,0,32,112,0,0,0,4,4,5,0,2,2009,0,4,93000
5,5,70.04995836802665,12394,1,1,0,3,0,0,0,8,2,2,0,5,7,5,2003,2003,1,1,14,14,3,0.0,1,4,2,1,2,1,6,0,6,0,847,847,1,0,1,4,847,886,0,1733,0,0,2,1,3,1,1,7,0,1,2,3,2003.0,0,2,433,5,5,2,100,48,0,0,0,0,4,4,5,0,10,2007,0,3,225000
4,5,60.0,9900,1,1,3,3,0,4,0,18,2,2,0,0,6,7,1940,1950,1,1,14,14,3,0.0,2,4,0,2,2,4,6,0,6,0,778,778,1,4,1,4,944,545,0,1489,0,0,2,0,3,1,2,7,0,1,2,5,1940.0,3,1,240,5,5,2,335,0,0,0,0,0,4,1,5,0,7,2009,0,4,139500
0,2,81.0,11216,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2006,2006,1,1,14,14,3,0.0,1,4,2,1,1,4,6,0,6,0,1489,1489,1,0,1,4,1489,0,0,1489,0,0,2,0,3,1,1,7,0,1,2,1,2006.0,2,2,776,5,5,2,0,140,0,0,0,0,4,4,5,0,6,2006,3,5,232600
0,5,114.0,14803,1,1,3,3,0,4,0,16,4,4,0,2,10,5,2007,2008,3,1,5,5,1,816.0,0,4,2,0,2,0,2,1636,6,0,442,2078,1,0,1,4,2084,0,0,2084,1,0,2,0,2,1,0,7,0,1,2,1,2007.0,0,3,1220,5,5,2,188,45,0,0,0,0,4,4,5,0,6,2008,3,5,385000
3,7,50.0,6130,1,1,3,3,0,4,0,3,2,2,0,1,5,6,1924,1950,1,1,8,8,3,0.0,2,4,0,2,2,4,0,784,6,0,0,784,1,2,1,4,784,0,0,784,1,0,1,0,2,1,1,5,0,0,3,6,1978.0,1,0,0,3,3,2,0,0,116,0,0,0,4,4,5,0,5,2008,0,4,109500
0,5,65.0,8529,1,1,0,3,0,4,0,20,2,2,0,2,7,5,2001,2001,1,1,14,14,3,0.0,1,4,2,1,2,4,2,20,6,0,1434,1454,1,0,1,4,1434,0,0,1434,0,0,2,0,3,1,1,6,0,1,5,1,2001.0,2,2,527,5,5,2,290,39,0,0,0,0,4,4,5,0,4,2009,0,4,189000
5,5,70.04995836802665,28698,1,1,1,2,0,1,2,4,2,2,0,5,5,5,1967,1967,0,5,10,10,3,0.0,2,4,2,2,1,1,3,249,0,764,0,1013,1,4,1,4,1160,966,0,2126,0,1,2,1,3,1,2,7,2,0,3,1,1967.0,0,2,538,5,5,2,486,0,0,0,225,0,4,4,5,0,6,2009,0,0,185000
13,2,24.0,2544,1,2,3,3,0,4,0,21,2,2,3,5,7,5,2005,2005,1,1,8,8,3,0.0,1,4,2,1,2,4,6,0,6,0,600,600,1,0,1,4,520,623,80,1223,0,0,2,1,2,1,1,4,0,0,3,5,2005.0,2,2,480,5,5,2,0,166,0,0,0,0,4,4,5,0,7,2006,0,4,147400
0,5,80.0,11900,1,1,0,3,0,0,0,12,2,2,0,2,6,5,1957,1957,1,1,6,6,1,387.0,2,4,1,2,2,4,5,1040,6,0,352,1392,1,4,1,0,1392,0,0,1392,1,0,1,1,3,1,2,6,0,2,2,1,1957.0,2,2,458,5,5,2,0,0,0,0,192,0,4,4,5,0,6,2008,0,4,166000
13,2,30.0,3180,1,2,3,3,0,4,0,21,2,2,4,5,7,5,2005,2005,1,1,8,8,3,0.0,2,4,2,1,2,4,6,0,6,0,600,600,1,0,1,4,520,600,80,1200,0,0,2,1,2,1,1,4,0,0,3,5,2005.0,2,2,480,5,5,2,0,166,0,0,0,0,4,4,5,0,6,2006,0,4,151000
5,5,44.0,9548,1,1,0,3,0,1,0,5,2,2,0,5,7,6,2003,2003,1,1,14,14,1,223.0,1,4,2,1,2,4,2,483,6,0,458,941,1,0,1,4,941,888,0,1829,1,0,2,1,3,1,1,7,0,1,5,1,2003.0,2,2,613,5,5,2,192,39,0,0,0,0,4,4,5,0,1,2010,0,4,237000
0,5,100.0,10004,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1964,1964,1,1,6,10,1,180.0,2,4,1,2,2,4,5,196,1,345,975,1516,1,4,1,4,1516,0,0,1516,0,0,1,1,3,1,2,6,0,0,3,1,1964.0,2,2,472,5,5,2,0,0,0,0,152,0,4,4,5,0,2,2009,0,4,167000
0,5,75.0,7875,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1961,1961,1,1,14,14,1,136.0,2,4,1,2,2,4,5,572,6,0,572,1144,1,2,1,4,1144,0,0,1144,1,0,1,0,3,1,2,6,0,0,3,1,1961.0,3,2,456,5,5,2,0,0,0,0,0,0,4,1,5,0,9,2008,0,4,139950
0,5,60.0,9600,1,1,3,3,0,4,0,19,2,2,0,2,4,7,1950,1995,1,1,14,6,3,0.0,2,4,1,1,2,4,1,442,6,0,625,1067,1,4,1,4,1067,0,0,1067,0,0,2,0,2,1,1,4,2,0,3,1,1996.0,3,2,436,5,5,2,290,0,0,0,0,0,4,4,5,0,2,2010,0,4,128000
1,7,90.0,8100,1,2,3,3,0,4,0,17,2,2,0,2,5,6,1948,1973,1,1,14,14,3,0.0,2,4,0,2,2,4,5,338,6,0,1221,1559,1,2,1,4,1559,0,0,1559,1,0,1,0,2,1,2,5,2,0,3,5,1948.0,3,2,812,5,5,2,0,116,230,0,0,0,4,1,5,0,6,2007,6,4,153500
13,7,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,1,158.0,2,4,1,2,2,4,1,330,6,0,153,483,1,4,1,4,483,504,0,987,1,0,1,1,2,1,2,5,0,0,3,5,1973.0,3,1,264,5,5,2,0,0,0,0,0,0,4,4,5,0,11,2008,0,4,100000
0,5,75.0,9525,1,1,3,3,0,4,0,5,2,2,0,2,5,6,1995,2006,1,1,14,14,3,0.0,2,4,2,1,2,4,6,0,6,0,1099,1099,1,0,1,4,1099,0,0,1099,0,0,1,1,3,1,1,6,0,0,3,1,1999.0,3,1,352,5,5,2,278,0,0,0,0,0,4,4,5,0,6,2008,0,4,144000
4,5,70.0,11767,1,1,3,3,0,4,0,7,2,2,0,0,5,6,1946,1995,1,1,8,8,3,0.0,2,4,1,2,2,4,1,352,6,0,416,768,1,0,1,4,768,432,0,1200,0,0,1,0,3,1,2,6,0,0,3,5,1946.0,3,1,240,5,5,2,0,0,0,0,0,0,4,4,5,0,5,2008,0,4,130500
6,4,70.04995836802665,12155,1,1,0,3,0,4,0,18,2,2,0,5,6,8,1925,1950,1,1,15,15,3,0.0,2,4,0,2,2,4,1,156,6,0,516,672,1,4,0,4,810,672,0,1482,0,0,2,0,4,1,3,7,0,0,3,5,1934.0,3,1,400,5,5,1,0,0,254,0,0,0,4,4,5,0,3,2008,0,4,140000
6,7,60.0,10440,1,0,3,3,0,4,0,17,2,2,0,5,5,8,1904,2002,1,1,8,8,3,0.0,2,4,2,2,2,4,6,0,6,0,650,650,1,2,1,4,958,581,0,1539,0,0,2,0,3,1,1,8,0,1,4,5,1983.0,3,2,686,2,5,1,70,78,68,0,0,0,4,4,5,0,6,2008,0,4,157500
8,5,82.0,9020,1,1,3,3,0,4,0,12,2,2,0,7,6,7,1966,1966,1,1,6,6,1,183.0,2,4,1,2,2,1,5,312,0,539,276,1127,1,4,1,4,1165,0,0,1165,1,0,1,1,3,1,2,6,0,0,3,1,1966.0,2,2,490,2,2,2,0,129,0,0,0,0,4,0,5,0,5,2008,0,4,174900
10,5,80.0,8000,1,1,3,3,0,0,0,12,0,2,2,2,5,4,1961,1961,1,1,3,3,3,0.0,2,4,1,2,2,4,6,0,6,0,1800,1800,1,0,0,4,1800,0,0,1800,0,0,2,0,6,2,2,10,0,0,3,6,1978.0,1,0,0,3,3,2,0,0,0,0,0,0,4,4,5,0,7,2007,0,4,141000
4,7,100.0,12665,1,0,0,3,0,4,0,17,0,2,0,0,5,8,1915,1950,1,1,15,15,3,0.0,2,4,0,2,2,2,6,0,6,0,876,876,1,2,1,4,876,540,0,1416,0,0,1,1,4,1,2,7,0,1,2,5,1949.0,3,3,720,5,5,2,418,0,194,0,0,0,4,4,5,0,6,2008,0,4,153900
9,5,70.04995836802665,16647,1,1,0,3,0,1,0,19,5,2,0,6,5,5,1975,1981,1,1,6,6,3,0.0,2,4,1,1,2,1,0,1390,6,0,0,1390,1,4,1,4,1701,0,0,1701,1,0,2,0,3,1,2,6,2,2,5,2,1975.0,0,2,611,5,5,2,0,0,0,0,0,0,4,4,5,0,1,2007,0,4,171000
5,5,75.0,9317,1,1,3,3,0,4,0,20,2,2,0,5,7,5,1993,1993,1,1,6,6,1,137.0,1,4,2,1,2,4,0,513,6,0,227,740,1,0,1,4,1006,769,0,1775,1,0,2,1,3,1,1,7,0,1,5,1,1993.0,3,2,425,5,5,2,234,72,192,0,0,0,4,4,5,0,7,2009,0,4,213000
0,5,36.0,15523,1,1,0,3,0,1,0,5,2,2,0,2,5,6,1972,1972,1,1,6,10,3,0.0,2,4,1,2,2,0,1,460,6,0,404,864,1,0,1,4,864,0,0,864,1,0,1,0,3,1,2,5,0,1,1,1,1972.0,3,1,338,5,5,2,0,0,0,0,0,0,4,4,5,0,8,2009,0,4,133500
4,5,75.0,45600,1,1,1,0,0,4,0,4,2,2,0,0,6,8,1908,1997,1,1,15,15,3,0.0,2,4,0,2,2,4,6,0,6,0,907,907,1,4,1,4,1307,1051,0,2358,0,0,3,0,5,1,2,10,0,1,2,5,1908.0,3,2,360,1,5,2,486,40,0,0,175,0,4,4,5,0,9,2008,0,4,240000
8,5,80.0,9600,1,1,3,3,0,2,0,24,1,2,0,7,6,7,1976,1994,3,1,10,10,1,360.0,1,2,1,2,2,4,6,0,6,0,528,528,1,0,1,4,1094,761,0,1855,0,0,2,1,3,1,2,7,0,1,5,1,1976.0,2,2,512,5,5,2,113,100,0,0,0,0,4,4,5,0,8,2007,0,4,187000
11,7,36.0,4435,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,1,14,14,1,170.0,1,4,2,1,2,0,2,659,6,0,189,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,1,3,0,0,3,1,2003.0,0,2,420,5,5,2,140,0,0,0,0,0,4,4,5,0,11,2007,0,4,131500
11,5,70.04995836802665,3196,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2003,2003,1,1,14,14,1,40.0,1,4,2,1,2,1,6,0,6,0,1273,1273,1,0,1,4,1456,0,0,1456,0,0,2,0,2,1,1,7,0,1,5,1,2003.0,0,2,400,5,5,2,143,20,0,0,0,0,4,4,5,0,5,2006,0,4,215000
7,5,53.0,7128,1,1,3,3,0,4,0,6,2,2,0,4,7,5,1941,1950,1,1,8,8,3,0.0,2,2,1,2,2,4,5,364,6,0,554,918,1,2,1,4,918,728,0,1646,0,0,2,0,4,1,2,7,0,2,2,5,1941.0,3,1,240,5,5,2,0,0,0,0,126,0,4,2,5,0,8,2007,0,4,164000
8,5,70.04995836802665,12095,1,1,0,3,0,0,0,12,2,2,0,7,6,6,1964,1964,1,1,8,6,1,115.0,2,2,1,2,2,1,5,564,6,0,563,1127,1,4,1,4,1445,0,0,1445,0,0,1,1,3,1,2,7,0,1,1,1,1964.0,2,2,645,5,5,2,180,0,0,0,0,0,4,2,5,0,8,2009,0,4,158000
0,5,102.0,17920,1,1,3,3,0,4,0,19,2,2,0,2,5,4,1955,1974,3,1,15,10,3,0.0,2,4,1,2,2,2,0,306,5,1085,372,1763,1,4,1,4,1779,0,0,1779,1,0,1,1,3,1,2,6,0,1,2,1,1955.0,3,2,454,5,5,2,0,418,0,0,312,0,4,4,5,0,7,2006,0,0,170000
0,5,70.04995836802665,6897,1,1,0,3,0,0,0,19,2,2,0,2,5,8,1962,2010,1,1,6,6,3,0.0,2,2,1,2,2,4,0,659,6,0,381,1040,1,0,1,4,1040,0,0,1040,1,0,1,1,3,1,2,6,0,0,3,5,1962.0,3,1,260,5,5,2,0,104,0,0,0,0,4,4,5,0,4,2010,0,4,127000
8,5,70.04995836802665,10970,1,1,0,2,0,4,1,5,2,2,0,7,6,6,1978,1978,1,1,10,6,3,0.0,2,4,1,1,1,1,2,505,3,435,0,940,1,4,1,4,1026,0,0,1026,1,0,1,0,3,1,2,5,0,0,3,5,1981.0,3,2,576,5,1,2,0,0,34,0,0,0,4,2,5,0,10,2008,0,4,147000
5,5,65.0,8125,1,1,3,3,0,4,0,8,2,2,0,5,6,5,1994,1995,1,1,6,6,3,0.0,2,4,2,1,2,4,6,0,6,0,702,702,1,2,1,4,702,779,0,1481,0,0,2,1,3,1,2,6,0,1,5,1,1994.0,0,2,343,5,5,2,0,36,0,0,0,0,4,4,5,0,3,2009,0,4,174000
0,5,80.0,10400,1,1,3,3,0,4,0,14,2,2,0,2,7,5,1976,1976,1,1,6,6,1,189.0,2,4,1,1,2,4,6,0,6,0,1090,1090,1,4,1,4,1370,0,0,1370,0,0,2,0,3,1,2,6,0,1,5,1,1976.0,2,2,479,5,5,2,0,0,0,0,0,0,4,2,5,0,6,2009,0,3,152000
5,5,70.04995836802665,11029,1,1,0,3,0,0,0,14,3,2,0,5,6,7,1968,1984,1,1,6,6,1,220.0,2,4,1,2,2,2,1,619,6,0,435,1054,1,4,1,4,1512,1142,0,2654,1,0,2,1,4,1,1,9,0,1,2,1,1968.0,3,2,619,5,5,2,0,65,0,0,222,0,4,4,5,0,8,2006,0,4,250000
4,5,55.0,7642,1,1,3,3,0,0,0,6,2,2,0,0,7,8,1918,1998,1,1,15,15,3,0.0,1,4,0,2,2,4,6,0,6,0,912,912,1,2,1,4,912,514,0,1426,0,0,1,1,3,1,1,7,0,1,2,5,1925.0,3,1,216,5,5,2,0,240,0,0,0,0,4,0,5,0,6,2007,0,4,189950
15,5,75.0,11625,1,1,3,3,0,4,0,19,2,2,1,2,5,4,1965,1965,3,1,10,6,3,0.0,2,4,2,2,2,2,1,841,6,0,198,1039,1,0,1,4,1039,0,0,1039,1,0,1,1,3,1,2,6,0,0,3,1,1965.0,3,2,504,5,5,2,0,0,0,0,0,0,4,4,5,0,4,2010,0,4,131500
0,5,81.0,9672,1,1,3,3,0,0,0,20,2,2,0,2,6,5,1984,1985,3,1,6,10,3,0.0,2,4,2,1,2,4,2,338,6,0,702,1040,1,4,1,4,1097,0,0,1097,0,0,2,0,3,1,2,6,0,0,3,1,1986.0,3,2,480,5,5,2,0,0,0,0,0,0,4,0,5,0,5,2010,0,4,152000
0,5,70.0,7931,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,10,3,0.0,2,4,1,2,2,4,1,1148,6,0,0,1148,1,4,1,4,1148,0,0,1148,1,0,1,0,3,1,2,6,0,0,3,1,1959.0,3,1,672,5,5,2,0,0,0,0,0,0,4,0,5,0,7,2009,0,4,132500
0,2,72.0,8640,1,1,3,3,0,4,0,21,2,2,0,2,7,5,2007,2008,1,1,14,14,3,0.0,1,4,2,0,2,4,6,0,6,0,1372,1372,1,0,1,4,1372,0,0,1372,0,0,2,0,3,1,1,6,0,0,3,1,2008.0,0,2,529,5,5,2,0,140,0,0,0,0,4,4,5,0,5,2008,3,5,250580
0,5,70.04995836802665,8750,1,1,0,3,0,4,0,12,2,2,0,2,5,6,1970,1970,1,1,8,8,1,76.0,2,4,1,2,2,4,1,828,6,0,174,1002,1,4,1,4,1002,0,0,1002,1,0,1,0,3,1,2,5,0,0,3,5,1973.0,3,2,902,5,5,2,0,0,0,0,0,0,4,2,5,0,8,2009,0,4,148500
0,5,67.0,10656,1,1,0,1,0,4,0,23,2,2,0,2,8,5,2006,2007,1,1,14,14,4,274.0,1,4,2,1,2,0,6,0,6,0,1638,1638,1,0,1,4,1646,0,0,1646,0,0,2,0,3,1,1,6,0,1,2,1,2007.0,2,3,870,5,5,2,192,80,0,0,0,0,4,4,5,0,11,2007,3,5,248900
0,5,85.0,6970,1,1,3,3,0,0,0,19,1,2,0,2,4,5,1961,1961,1,1,14,14,3,0.0,2,4,1,2,2,4,0,932,6,0,108,1040,1,4,1,4,1120,0,0,1120,1,0,1,1,3,1,3,5,0,0,3,1,1961.0,2,2,544,5,5,2,168,0,0,0,0,0,4,4,3,400,5,2007,0,4,129000
5,5,70.04995836802665,14762,1,1,1,3,0,0,0,8,1,2,0,5,5,6,1948,1950,1,1,10,10,3,0.0,2,4,3,5,5,3,4,0,4,0,0,0,1,2,1,4,1547,720,53,2320,0,0,2,0,2,1,2,7,0,1,5,1,1979.0,3,2,672,5,5,1,120,144,0,0,0,0,4,4,5,0,5,2006,0,4,169000
5,5,80.0,9938,1,1,3,3,0,4,0,20,2,2,0,5,7,5,1993,1994,1,1,8,8,1,246.0,1,4,2,1,2,4,2,750,6,0,300,1050,1,0,1,4,1062,887,0,1949,1,0,2,1,3,1,1,8,0,1,5,1,1993.0,0,2,574,5,5,2,156,90,0,0,0,0,4,0,5,0,6,2010,0,4,236000
0,5,60.0,6600,1,1,3,3,0,4,0,12,4,2,0,2,5,5,1962,1962,3,1,8,8,3,0.0,2,4,1,2,2,4,6,0,6,0,894,894,1,2,0,4,894,0,0,894,0,0,1,0,2,1,2,5,0,0,3,5,1962.0,3,1,308,5,5,2,0,0,0,0,0,0,4,4,5,0,8,2009,0,4,109500
5,5,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,5,6,5,1998,1998,1,1,14,14,1,116.0,2,4,2,1,2,4,2,505,6,0,299,804,1,0,1,4,804,878,0,1682,0,0,2,1,3,1,1,7,0,0,3,1,1998.0,2,2,523,5,5,2,0,77,0,0,0,0,4,4,5,0,6,2010,0,4,200500
0,5,74.0,8892,1,1,3,3,0,0,0,12,2,2,0,2,5,7,1953,1996,1,1,16,16,3,0.0,1,4,4,2,2,0,6,0,6,0,105,105,1,2,1,4,910,0,0,910,0,0,1,0,3,1,1,5,0,0,3,1,1953.0,3,2,414,5,5,2,196,0,150,0,0,0,4,1,5,0,10,2008,0,4,116000
2,5,60.0,12144,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1949,1950,1,1,6,6,3,0.0,1,4,1,2,2,4,5,375,6,0,457,832,1,2,1,4,1036,0,232,1268,0,0,1,0,3,1,2,6,0,1,2,1,1949.0,3,1,288,5,5,2,0,28,0,0,0,0,4,4,2,0,9,2009,0,4,133000
